Ticker,Name,Opening Price,Closing Price,Week 0,Week 1
DPZ,Domino&#39;s Pizza Inc,15.59,12.57,2010-05-07,2010-05-14
DQ,DAQO New Energy Corp.,14.21,11.52,2010-11-19,2010-11-26
DQ,DAQO New Energy Corp.,11.15,9.28,2011-06-03,2011-06-10
DQ,DAQO New Energy Corp.,10.66,8.59,2013-07-12,2013-07-19
DQ,DAQO New Energy Corp.,40.72,33.27,2013-10-25,2013-11-01
DQ,DAQO New Energy Corp.,53.63,44.97,2014-03-14,2014-03-21
DQ,DAQO New Energy Corp.,37.72,22.91,2014-05-16,2014-05-23
DQ,DAQO New Energy Corp.,43.95,36.45,2014-10-10,2014-10-17
DQ,DAQO New Energy Corp.,29.98,24.7,2014-12-12,2014-12-19
DQ,DAQO New Energy Corp.,16.36,12.21,2015-08-21,2015-08-28
DQ,DAQO New Energy Corp.,16.34,12.76,2015-11-13,2015-11-20
DQ,DAQO New Energy Corp.,15.37,12.9,2016-01-15,2016-01-22
DRH,Diamondrock Hospitality Company,10.37,8.61,2011-08-05,2011-08-12
DST,"DST Systems, Inc.",49.18,41.25,2008-10-10,2008-10-17
DST,"DST Systems, Inc.",45.56,38.22,2010-02-05,2010-02-12
DST,"DST Systems, Inc.",132.99,107.99,2015-07-24,2015-07-31
DST,"DST Systems, Inc.",121.53,60.63,2017-06-09,2017-06-16
DTF,"Duff & Phelps Utilities Tax-Free Income, Inc.",11.39,9.037,2008-10-10,2008-10-17
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,15.62,13.23,2010-02-05,2010-02-12
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",11.04,7.37,2008-10-10,2008-10-17
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),14.59,12.3,2014-08-15,2014-08-22
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),20.07,16.94,2015-11-27,2015-12-04
EFR,Eaton Vance Senior Floating-Rate Fund,10.86,8.99,2008-10-10,2008-10-17
EFT,Eaton Vance Floating Rate Income Trust,11.27,8.85,2008-10-10,2008-10-17
ELY,Callaway Golf Company,11.93,9.49,2008-10-17,2008-10-24
EME,"EMCOR Group, Inc.",24.38,20.72,2008-01-04,2008-01-11
EME,"EMCOR Group, Inc.",27.18,22.78,2008-10-03,2008-10-10
EME,"EMCOR Group, Inc.",19.2,15.41,2009-02-27,2009-03-06
ENB,Enbridge Inc,35.56,29.8,2008-10-10,2008-10-17
ENB,Enbridge Inc,66.11,32.28,2011-06-03,2011-06-10
ENLC,"EnLink Midstream, LLC",27.46,16.9,2008-10-03,2008-10-10
ENLC,"EnLink Midstream, LLC",14.88,11.1,2011-08-05,2011-08-12
ENLC,"EnLink Midstream, LLC",11.52,8.66,2016-02-12,2016-02-19
EOI,Eaton Vance Enhance Equity Income Fund,13.04,9.9,2008-10-10,2008-10-17
EOI,Eaton Vance Enhance Equity Income Fund,10.73,8.99,2008-11-21,2008-11-28
EOS,Eaton Vance Enhanced Equity Income Fund II,13.04,8.98,2008-10-10,2008-10-17
EOS,Eaton Vance Enhanced Equity Income Fund II,10.64,8.32,2008-11-21,2008-11-28
EOS,Eaton Vance Enhanced Equity Income Fund II,11.19,9.3,2009-02-20,2009-02-27
EPAM,"EPAM Systems, Inc.",74.36,60.92,2016-02-05,2016-02-12
EPD,Enterprise Products Partners L.P.,23.86,18.39,2008-10-10,2008-10-17
EPD,Enterprise Products Partners L.P.,23.04,17.26,2008-11-21,2008-11-28
EPD,Enterprise Products Partners L.P.,76.95,39.38,2014-08-22,2014-08-29
EPE,EP Energy Corporation,16.22,10.69,2014-11-28,2014-12-05
EPE,EP Energy Corporation,13.36,11.33,2015-07-02,2015-07-09
EPR,EPR Properties,46.59,38.8,2008-10-17,2008-10-24
EPR,EPR Properties,19.15,14.91,2009-02-27,2009-03-06
EPR,EPR Properties,47.16,40.02,2011-08-05,2011-08-12
ESL,Esterline Technologies Corporation,34.4,25.34,2009-02-27,2009-03-06
ESL,Esterline Technologies Corporation,78.03,53.07,2016-02-05,2016-02-12
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,12.58,9.9,2008-10-10,2008-10-17
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund,11,8.88,2008-11-21,2008-11-28
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund,16.25,13.26,2008-10-10,2008-10-17
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.38,9.22,2008-10-10,2008-10-17
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,11.5,8.21,2008-11-21,2008-11-28
EVHC,Envision Healthcare Corporation,35.6,27.57,2015-10-23,2015-10-30
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,14.67,10.98,2008-10-10,2008-10-17
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,10.98,8.6,2008-11-21,2008-11-28
EVT,Eaton Vance Tax Advantaged Dividend Income Fund,10.23,8.66,2009-02-20,2009-02-27
EW,Edwards Lifesciences Corporation,97.76,50.53,2010-05-28,2010-06-04
EW,Edwards Lifesciences Corporation,108.33,87.1,2012-10-12,2012-10-19
EW,Edwards Lifesciences Corporation,83.31,64.17,2013-04-26,2013-05-03
EW,Edwards Lifesciences Corporation,118.24,96.16,2016-10-28,2016-11-04
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,10.61,8.15,2008-10-10,2008-10-17
EXPR,"Express, Inc.",22.76,19.24,2011-08-05,2011-08-12
EXPR,"Express, Inc.",22.6,18.72,2012-05-25,2012-06-01
EXPR,"Express, Inc.",14.94,11.55,2012-10-05,2012-10-12
EXPR,"Express, Inc.",24.49,19.57,2013-12-06,2013-12-13
EXPR,"Express, Inc.",18.48,15.49,2014-03-14,2014-03-21
EXPR,"Express, Inc.",16.36,11.44,2016-08-26,2016-09-02
EXPR,"Express, Inc.",13.82,10.79,2016-12-02,2016-12-09
FCAU,Fiat Chrysler Automobiles N.V.,10.47,8.2,2011-08-05,2011-08-12
FCAU,Fiat Chrysler Automobiles N.V.,13.61,11.36,2014-12-12,2014-12-19
FDX,FedEx Corporation,75.2,61.34,2008-12-12,2008-12-19
FDX,FedEx Corporation,42.41,35.76,2009-03-06,2009-03-13
FFG,"FBL Financial Group, Inc.",29.18,22.99,2008-05-09,2008-05-16
FFG,"FBL Financial Group, Inc.",23.12,15.75,2008-10-10,2008-10-17
FFG,"FBL Financial Group, Inc.",13.05,10.47,2009-01-23,2009-01-30
FFG,"FBL Financial Group, Inc.",25.97,21.94,2010-05-07,2010-05-14
FHN,First Horizon National Corporation,22.44,18.48,2008-02-08,2008-02-15
FHN,First Horizon National Corporation,13.1,10.75,2008-04-25,2008-05-02
FHN,First Horizon National Corporation,14.5,11.27,2008-09-26,2008-10-03
FI,Frank&#39;s International N.V.,31.25,25.61,2013-11-15,2013-11-22
FI,Frank&#39;s International N.V.,16.8,14.02,2016-01-08,2016-01-15
FICO,Fair Isaac Corporation,28.63,22.6,2008-01-18,2008-01-25
FICO,Fair Isaac Corporation,23.99,19.21,2008-10-03,2008-10-10
FICO,Fair Isaac Corporation,25.76,21.06,2010-04-30,2010-05-07
FLO,"Flowers Foods, Inc.",33.42,21.55,2013-06-21,2013-06-28
FLO,"Flowers Foods, Inc.",20,15.71,2016-02-12,2016-02-19
FLO,"Flowers Foods, Inc.",17.89,14.85,2016-08-12,2016-08-19
FLS,Flowserve Corporation,136,114.65,2008-07-03,2008-07-10
FLS,Flowserve Corporation,91.3,72.2,2008-10-03,2008-10-10
FMO,Fiduciary/Claymore MLP Opportunity Fund,17.25,10.83,2008-10-10,2008-10-17
FMO,Fiduciary/Claymore MLP Opportunity Fund,14.95,12.5,2008-11-14,2008-11-21
FMX,Fomento Economico Mexicano S.A.B. de C.V.,34.49,26.9,2008-10-10,2008-10-17
FMY,First Trust,16.04,13.5,2008-10-10,2008-10-17
FRA,Blackrock Floating Rate Income Strategies Fund Inc,11.25,9.25,2008-10-10,2008-10-17
FRA,Blackrock Floating Rate Income Strategies Fund Inc,16.28,13.75,2010-05-21,2010-05-28
FRT,Federal Realty Investment Trust,73.2,61.99,2008-10-17,2008-10-24
FTI,TechnipFMC plc,38.69,30.65,2008-10-24,2008-10-31
FTI,TechnipFMC plc,94.86,48.9,2011-04-01,2011-04-08
FTI,TechnipFMC plc,57.01,47.77,2014-11-28,2014-12-05
FUL,H. B. Fuller Company,23.07,18.68,2008-01-18,2008-01-25
FUL,H. B. Fuller Company,27.04,22.04,2008-09-12,2008-09-19
FUL,H. B. Fuller Company,17.12,13.98,2008-12-05,2008-12-12
FUN,"Cedar Fair, L.P.",18.27,13.89,2008-10-10,2008-10-17
FUN,"Cedar Fair, L.P.",17.49,13.6,2008-11-14,2008-11-21
GBX,"Greenbrier Companies, Inc. (The)",16.92,13.45,2008-10-10,2008-10-17
GBX,"Greenbrier Companies, Inc. (The)",15.46,12.55,2010-05-07,2010-05-14
GBX,"Greenbrier Companies, Inc. (The)",12.7,10.29,2010-07-02,2010-07-09
GBX,"Greenbrier Companies, Inc. (The)",13.03,10.22,2010-08-13,2010-08-20
GBX,"Greenbrier Companies, Inc. (The)",20.5,15.65,2011-08-05,2011-08-12
GBX,"Greenbrier Companies, Inc. (The)",14.72,12.48,2011-09-23,2011-09-30
GBX,"Greenbrier Companies, Inc. (The)",17.33,13.89,2012-11-02,2012-11-09
GBX,"Greenbrier Companies, Inc. (The)",64.9,54.08,2014-10-10,2014-10-17
GBX,"Greenbrier Companies, Inc. (The)",66.07,55.48,2014-11-28,2014-12-05
GBX,"Greenbrier Companies, Inc. (The)",46,38.51,2015-08-21,2015-08-28
GBX,"Greenbrier Companies, Inc. (The)",31.8,24.56,2016-01-08,2016-01-15
GBX,"Greenbrier Companies, Inc. (The)",36.95,30.7,2016-10-28,2016-11-04
GD,General Dynamics Corporation,42.94,36.49,2009-03-06,2009-03-13
GGB,Gerdau S.A.,47.99,24.22,2008-06-20,2008-06-27
GGB,Gerdau S.A.,18.13,15.17,2008-09-05,2008-09-12
GHC,Graham Holdings Company,507,400,2008-10-10,2008-10-17
GHC,Graham Holdings Company,1078.95,693.99,2015-07-02,2015-07-09
GLOG,GasLog LP.,11.65,9.89,2012-05-18,2012-05-25
GLOG,GasLog LP.,12.95,10.27,2015-09-25,2015-10-02
GME,Gamestop Corporation,32.22,25.73,2008-10-24,2008-10-31
GME,Gamestop Corporation,26.35,22.38,2009-03-06,2009-03-13
GME,Gamestop Corporation,26.84,22.55,2009-05-22,2009-05-29
GME,Gamestop Corporation,25.31,21.33,2009-12-04,2009-12-11
GME,Gamestop Corporation,39.76,32.11,2013-05-24,2013-05-31
GME,Gamestop Corporation,45.47,37.65,2014-01-17,2014-01-24
GME,Gamestop Corporation,46.77,37.18,2015-11-13,2015-11-20
GME,Gamestop Corporation,24.66,20.7,2017-03-24,2017-03-31
GNC,"GNC Holdings, Inc.",44.31,37.54,2014-05-09,2014-05-16
GNC,"GNC Holdings, Inc.",36.55,29.75,2015-10-30,2015-11-06
GNC,"GNC Holdings, Inc.",32.15,24.74,2016-01-15,2016-01-22
GNC,"GNC Holdings, Inc.",34.54,24.36,2016-04-29,2016-05-06
GNC,"GNC Holdings, Inc.",27.22,20.41,2016-07-29,2016-08-05
GNC,"GNC Holdings, Inc.",21.07,13.48,2016-10-28,2016-11-04
GNC,"GNC Holdings, Inc.",13.02,10.84,2016-12-23,2016-12-30
GNE,Genie Energy Ltd.,14.81,10.3,2013-12-13,2013-12-20
GNE,Genie Energy Ltd.,10.39,8.8,2015-08-07,2015-08-14
GNE,Genie Energy Ltd.,11.45,9.31,2015-12-11,2015-12-18
GNE,Genie Energy Ltd.,10.06,8.14,2016-03-11,2016-03-18
GNRC,Generac Holdlings Inc.,18.34,15.57,2011-09-23,2011-09-30
GNRC,Generac Holdlings Inc.,35.04,27.89,2015-08-07,2015-08-14
GOL,Gol Linhas Aereas Inteligentes S.A.,11.33,9.3,2008-07-03,2008-07-10
GOL,Gol Linhas Aereas Inteligentes S.A.,10.98,7.76,2011-07-29,2011-08-05
GOL,Gol Linhas Aereas Inteligentes S.A.,24.04,16.52,2016-11-11,2016-11-18
GOL,Gol Linhas Aereas Inteligentes S.A.,31.55,16.85,2017-05-05,2017-05-12
GRR,"Asia Tigers Fund, Inc. (The)",14.7,11.21,2008-10-10,2008-10-17
GRR,"Asia Tigers Fund, Inc. (The)",15.12,12.25,2011-12-23,2011-12-30
GRR,"Asia Tigers Fund, Inc. (The)",14.77,12.3001,2012-12-21,2012-12-28
GTT,"GTT Communications, Inc.",12.06,9.87,2014-03-21,2014-03-28
GTT,"GTT Communications, Inc.",11.71,8.62,2014-05-09,2014-05-16
GTT,"GTT Communications, Inc.",21,17,2015-12-11,2015-12-18
GVA,Granite Construction Incorporated,36.6,31.02,2008-10-03,2008-10-10
GVA,Granite Construction Incorporated,23.69,19.98,2011-08-05,2011-08-12
GVA,Granite Construction Incorporated,36.08,30.15,2013-03-01,2013-03-08
HCA,"HCA Healthcare, Inc.",26.96,21.99,2011-08-05,2011-08-12
HCHC,"HC2 Holdings, Inc.",12.02,10.15,2011-09-23,2011-09-30
HCHC,"HC2 Holdings, Inc.",14.82,11.67,2012-11-23,2012-11-30
HCHC,"HC2 Holdings, Inc.",12.39,4.02,2013-08-30,2013-09-06
HCI,"HCI Group, Inc.",47.47,38.21,2014-03-07,2014-03-14
HIG,"Hartford Financial Services Group, Inc. (The)",54.74,27.4,2008-10-03,2008-10-10
HIG,"Hartford Financial Services Group, Inc. (The)",18.09,13.8,2009-01-16,2009-01-23
HIG,"Hartford Financial Services Group, Inc. (The)",11.68,6.79,2009-02-20,2009-02-27
HIL,"Hill International, Inc.",14.14,11.46,2008-10-03,2008-10-10
HLS,HealthSouth Corporation,15.85,13.01,2008-10-10,2008-10-17
HLS,HealthSouth Corporation,24.74,19.57,2011-08-05,2011-08-12
HLS,HealthSouth Corporation,20.47,15.35,2011-09-23,2011-09-30
HOV,Hovnanian Enterprises Inc,11.95,8.9,2008-02-08,2008-02-15
HOV,Hovnanian Enterprises Inc,11.8,9.99,2008-03-28,2008-04-04
HOV,Hovnanian Enterprises Inc,11.6,9,2008-05-09,2008-05-16
HQH,Tekla Healthcare Investors,10.7,8.92,2008-11-21,2008-11-28
HQH,Tekla Healthcare Investors,34.11,28.9,2015-09-25,2015-10-02
HRC,Hill-Rom Holdings Inc,48.83,26.61,2008-04-04,2008-04-11
HRC,Hill-Rom Holdings Inc,27.75,21.35,2008-10-10,2008-10-17
HRC,Hill-Rom Holdings Inc,23.1,18.62,2008-11-21,2008-11-28
HRC,Hill-Rom Holdings Inc,46.21,37.29,2011-07-29,2011-08-05
HST,"Host Hotels & Resorts, Inc.",10.96,9.28,2008-10-10,2008-10-17
HST,"Host Hotels & Resorts, Inc.",16.04,13.53,2011-08-05,2011-08-12
HTGC,"Hercules Capital, Inc.",15.57,13,2017-05-05,2017-05-12
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,11.21,8.05,2008-10-10,2008-10-17
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund,10.09,8.54,2008-11-21,2008-11-28
HTZ,"Hertz Global Holdings, Inc",14.16,11.79,2011-08-05,2011-08-12
HTZ,"Hertz Global Holdings, Inc",11.11,9.15,2011-09-23,2011-09-30
HTZ,"Hertz Global Holdings, Inc",14.82,12.24,2012-05-18,2012-05-25
HTZ,"Hertz Global Holdings, Inc",19.14,15.93,2015-07-24,2015-07-31
HTZ,"Hertz Global Holdings, Inc",13.97,11.85,2016-01-08,2016-01-15
HTZ,"Hertz Global Holdings, Inc",33.77,28,2016-11-11,2016-11-18
HTZ,"Hertz Global Holdings, Inc",21.84,17.45,2017-03-24,2017-03-31
HTZ,"Hertz Global Holdings, Inc",15,10.51,2017-05-12,2017-05-19
HUN,Huntsman Corporation,21.04,12.84,2008-06-20,2008-06-27
HUN,Huntsman Corporation,12.99,10.88,2008-09-19,2008-09-26
HUN,Huntsman Corporation,12.39,10.1,2008-10-31,2008-11-07
HUN,Huntsman Corporation,19.63,12.7,2011-08-05,2011-08-12
HUN,Huntsman Corporation,12.12,10.26,2011-09-23,2011-09-30
HUN,Huntsman Corporation,13.09,10.68,2015-10-02,2015-10-09
HUN,Huntsman Corporation,11.28,9.49,2016-01-08,2016-01-15
IBA,"Industrias Bachoco, S.A. de C.V.",23.1,17.91,2008-10-10,2008-10-17
IBA,"Industrias Bachoco, S.A. de C.V.",18.28,15.5,2008-11-14,2008-11-21
IBA,"Industrias Bachoco, S.A. de C.V.",14.47,12.09,2009-01-16,2009-01-23
IBA,"Industrias Bachoco, S.A. de C.V.",13.7199,11.55,2009-02-20,2009-02-27
IBN,ICICI Bank Limited,21.08,13.85,2008-10-10,2008-10-17
IBN,ICICI Bank Limited,38.45,31.45,2009-10-30,2009-11-06
IBN,ICICI Bank Limited,60.78,11.58,2014-12-12,2014-12-19
ICD,"Independence Contract Drilling, Inc.",11.54,8.66,2014-10-10,2014-10-17
IDT,IDT Corporation,10,8.11,2010-05-07,2010-05-14
IDT,IDT Corporation,17.29,14.55,2010-08-27,2010-09-03
IDT,IDT Corporation,12.82,9.74,2011-12-16,2011-12-23
IDT,IDT Corporation,13.99,11.05,2015-12-11,2015-12-18
IDT,IDT Corporation,19.5,13.14,2017-03-10,2017-03-17
IDT,IDT Corporation,17.22,14.53,2017-06-09,2017-06-16
IGA,Voya Global Advantage and Premium Opportunity Fund,11.5,8.1,2008-10-10,2008-10-17
IMAX,Imax Corporation,27.62,18.96,2011-07-29,2011-08-05
INXN,InterXion Holding N.V.,14.06,11.3,2011-08-12,2011-08-19
IR,Ingersoll-Rand plc (Ireland),26.65,20.17,2008-10-10,2008-10-17
IR,Ingersoll-Rand plc (Ireland),13.94,11.84,2009-03-06,2009-03-13
IR,Ingersoll-Rand plc (Ireland),37.87,31.86,2011-08-05,2011-08-12
IRM,Iron Mountain Incorporated,35.86,28.95,2013-06-07,2013-06-14
IRT,"Independence Realty Trust, Inc.",10.64,9,2016-09-30,2016-10-07
IT,"Gartner, Inc.",23.5,19.72,2008-10-03,2008-10-10
IT,"Gartner, Inc.",13.89,11.72,2009-02-06,2009-02-13
ITGR,Integer Holdings Corporation,50.6,41.45,2016-01-15,2016-01-22
ITGR,Integer Holdings Corporation,31.49,22.21,2016-07-29,2016-08-05
ITUB,Itau Unibanco Banco Holding SA,28.93,22.01,2008-06-13,2008-06-20
ITUB,Itau Unibanco Banco Holding SA,13.25,10.05,2008-10-10,2008-10-17
ITUB,Itau Unibanco Banco Holding SA,12.33,10.31,2009-01-16,2009-01-23
ITUB,Itau Unibanco Banco Holding SA,12.87,10.88,2017-05-19,2017-05-26
IVZ,Invesco Plc,25.31,20.38,2008-10-03,2008-10-10
IX,Orix Corp Ads,88.13,67.9,2008-02-08,2008-02-15
IX,Orix Corp Ads,68.03,51.97,2008-10-03,2008-10-10
IX,Orix Corp Ads,58.3,47.59,2008-11-14,2008-11-21
IX,Orix Corp Ads,20.3,15.16,2009-02-13,2009-02-20
JBT,John Bean Technologies Corporation,13.94,11,2008-10-03,2008-10-10
JBT,John Bean Technologies Corporation,17.88,14.83,2011-08-05,2011-08-12
JCI,Johnson Controls International plc,31.42,26.19,2008-10-10,2008-10-17
JCI,Johnson Controls International plc,25.74,20.5,2008-11-14,2008-11-21
JEC,Jacobs Engineering Group Inc.,89.78,74.21,2008-01-18,2008-01-25
JEC,Jacobs Engineering Group Inc.,53.88,44.6,2008-10-03,2008-10-10
JEC,Jacobs Engineering Group Inc.,44.93,38.11,2009-05-01,2009-05-08
JEC,Jacobs Engineering Group Inc.,44.19,36.59,2009-11-20,2009-11-27
JHS,John Hancock Income Securities Trust,10.89,9.02,2008-10-10,2008-10-17
JHS,John Hancock Income Securities Trust,10.02,8.45,2008-11-21,2008-11-28
JLL,Jones Lang LaSalle Incorporated,43.8,33.28,2008-10-03,2008-10-10
JLL,Jones Lang LaSalle Incorporated,85.86,69.7,2011-08-05,2011-08-12
JLL,Jones Lang LaSalle Incorporated,139.55,111.28,2016-02-05,2016-02-12
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,10.85,6.66,2008-10-10,2008-10-17
KAMN,Kaman Corporation,16.78,11.72,2009-02-27,2009-03-06
KAMN,Kaman Corporation,27.64,23.48,2010-05-07,2010-05-14
KBR,"KBR, Inc.",35.31,29.83,2008-01-18,2008-01-25
KBR,"KBR, Inc.",19.57,16.2,2008-09-26,2008-10-03
KBR,"KBR, Inc.",36.27,30.46,2011-08-05,2011-08-12
KEM,Kemet Corporation,12.59,10.36,2011-08-05,2011-08-12
KEN,Kenon Holdings Ltd.,21.08,16.4,2015-07-17,2015-07-24
KEN,Kenon Holdings Ltd.,12.79,10.8,2017-02-03,2017-02-10
KEY,KeyCorp,17.52,11.73,2008-06-13,2008-06-20
KEY,KeyCorp,11.25,6.79,2008-10-10,2008-10-17
KEY,KeyCorp,11.68,9.6,2008-11-14,2008-11-21
KMF,"Kayne Anderson Midstream Energy Fund, Inc",15.68,13.25,2015-12-04,2015-12-11
KMF,"Kayne Anderson Midstream Energy Fund, Inc",10.7,8.95,2016-01-15,2016-01-22
KND,"Kindred Healthcare, Inc.",21.95,14.06,2008-10-24,2008-10-31
KND,"Kindred Healthcare, Inc.",18.01,14.39,2009-02-27,2009-03-06
KND,"Kindred Healthcare, Inc.",11.52,9.53,2011-09-23,2011-09-30
KND,"Kindred Healthcare, Inc.",24.16,19.93,2014-08-08,2014-08-15
KND,"Kindred Healthcare, Inc.",17.84,13.34,2015-10-02,2015-10-09
KND,"Kindred Healthcare, Inc.",11.5,9.3,2017-07-28,2017-08-04
KOF,Coca Cola Femsa S.A.B. de C.V.,46.65,34.75,2008-10-10,2008-10-17
KOF,Coca Cola Femsa S.A.B. de C.V.,45.37,38.56,2009-01-09,2009-01-16
KOP,Koppers Holdings Inc.,40.88,30.53,2008-10-03,2008-10-10
KOP,Koppers Holdings Inc.,21.89,18.19,2008-12-26,2009-01-02
KOP,Koppers Holdings Inc.,12.72,10.14,2009-03-06,2009-03-13
KOP,Koppers Holdings Inc.,29.3,24.13,2011-09-23,2011-09-30
KOP,Koppers Holdings Inc.,39.63,32.47,2014-11-07,2014-11-14
KOP,Koppers Holdings Inc.,27.72,23.28,2014-12-12,2014-12-19
KOP,Koppers Holdings Inc.,19.5,16.12,2015-02-27,2015-03-06
KORS,Michael Kors Holdings Limited,61.5,46.5,2015-05-29,2015-06-05
KORS,Michael Kors Holdings Limited,50.56,41.91,2016-05-13,2016-05-20
LAD,"Lithia Motors, Inc.",13.9,10.13,2008-02-22,2008-02-29
LAD,"Lithia Motors, Inc.",15.86,13.15,2009-10-02,2009-10-09
LAD,"Lithia Motors, Inc.",104.24,86.29,2016-01-08,2016-01-15
LB,"L Brands, Inc.",15.4,12.76,2008-10-10,2008-10-17
LB,"L Brands, Inc.",54.35,45.11,2017-07-07,2017-07-14
LC,LendingClub Corporation,13.73,11.48,2015-12-18,2015-12-25
LCI,Lannett Co Inc,47.56,38.19,2014-07-18,2014-07-25
LCI,Lannett Co Inc,59.02,49.49,2015-09-25,2015-10-02
LCI,Lannett Co Inc,45.71,37.77,2015-11-06,2015-11-13
LCI,Lannett Co Inc,35.82,25.51,2016-01-29,2016-02-05
LCI,Lannett Co Inc,21.75,18.05,2016-11-04,2016-11-11
LCI,Lannett Co Inc,25.95,21.5,2017-05-05,2017-05-12
LCII,LCI Industries ,25.84,21.48,2008-01-18,2008-01-25
LCII,LCI Industries ,17.81,15.06,2008-08-01,2008-08-08
LCII,LCI Industries ,18.56,14.27,2008-10-03,2008-10-10
LCII,LCI Industries ,10.58,8.84,2009-01-16,2009-01-23
LCII,LCI Industries ,26.26,20.59,2010-05-07,2010-05-14
LDL,"Lydall, Inc.",12.33,10.14,2011-08-05,2011-08-12
LDL,"Lydall, Inc.",11.47,9.48,2011-11-11,2011-11-18
LEA,Lear Corporation,101.67,49.28,2011-03-18,2011-03-25
LFGR,Leaf Group Ltd.,19.4,15.23,2011-04-21,2011-04-28
LH,Laboratory Corporation of America Holdings,65.6,54.34,2008-10-10,2008-10-17
LII,"Lennox International, Inc.",27,22.95,2008-11-14,2008-11-21
LKSD,"LSC Communications, Inc.",23.76,17.7,2016-11-11,2016-11-18
LLY,Eli Lilly and Company,40.64,31.36,2008-10-10,2008-10-17
LMT,Lockheed Martin Corporation,103.31,87.48,2008-10-10,2008-10-17
LMT,Lockheed Martin Corporation,77.58,63.11,2009-02-27,2009-03-06
LNC,Lincoln National Corporation,53,39.23,2008-10-03,2008-10-10
LNC,Lincoln National Corporation,18.1,14.18,2009-02-13,2009-02-20
LNC,Lincoln National Corporation,18.73,15.3,2011-09-23,2011-09-30
LPG,Dorian LPG Ltd.,11.46,8.99,2016-03-24,2016-03-31
LPI,"Laredo Petroleum, Inc.",16.91,10.45,2014-11-28,2014-12-05
LPI,"Laredo Petroleum, Inc.",15.8,13.34,2015-05-08,2015-05-15
LPI,"Laredo Petroleum, Inc.",10.82,8.9,2015-07-24,2015-07-31
LPI,"Laredo Petroleum, Inc.",11.22,9.42,2015-12-04,2015-12-11
LPT,Liberty Property Trust,34.24,25.61,2008-10-17,2008-10-24
LPT,Liberty Property Trust,34.49,29.23,2011-08-05,2011-08-12
LXP,Lexington Realty Trust,14.51,11.5,2008-10-03,2008-10-10
LZB,La-Z-Boy Incorporated,14.86,12.63,2010-03-19,2010-03-26
LZB,La-Z-Boy Incorporated,12.62,9.55,2010-06-18,2010-06-25
MAN,ManpowerGroup,36.75,31.19,2008-10-10,2008-10-17
MAN,ManpowerGroup,61.17,51.37,2009-10-23,2009-10-30
MAN,ManpowerGroup,51.03,43.2,2011-08-05,2011-08-12
MATX,"Matson, Inc.",35.1,28.5,2008-10-24,2008-10-31
MATX,"Matson, Inc.",39.02,32.76,2016-05-06,2016-05-13
MAV,Pioneer Municipal High Income Advantage Trust,10.68,7.85,2008-10-10,2008-10-17
MBI,"MBIA, Inc.",13.09,9.84,2008-04-25,2008-05-02
MBI,"MBIA, Inc.",18.32,12.99,2008-09-12,2008-09-19
MCC,Medley Capital Corporation,10.58,8.84,2014-12-12,2014-12-19
MCS,Marcus Corporation (The),17.79,15.02,2008-09-26,2008-10-03
MCS,Marcus Corporation (The),16.42,13.61,2009-01-09,2009-01-16
MCS,Marcus Corporation (The),10.23,8.49,2009-02-20,2009-02-27
MDP,Meredith Corporation,24.74,20.3,2008-10-10,2008-10-17
MDP,Meredith Corporation,15.93,12.66,2008-11-21,2008-11-28
MDU,"MDU Resources Group, Inc.",26.65,18.6,2008-10-10,2008-10-17
MET,"MetLife, Inc.",51.31,42.13,2008-10-03,2008-10-10
MET,"MetLife, Inc.",35.25,28.14,2008-11-14,2008-11-21
MET,"MetLife, Inc.",31.59,26.8,2009-02-13,2009-02-20
MET,"MetLife, Inc.",32.04,26.82,2011-09-23,2011-09-30
MFCB,MFC Bancorp Ltd.,30.3,23.6425,2008-01-18,2008-01-25
MFCB,MFC Bancorp Ltd.,31.83,26.86,2008-07-03,2008-07-10
MFCB,MFC Bancorp Ltd.,21.89,18.17,2008-10-03,2008-10-10
MFCB,MFC Bancorp Ltd.,13.57,11.48,2010-05-07,2010-05-14
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,14.03,9.29,2008-10-10,2008-10-17
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,12,8.99,2008-11-21,2008-11-28
MGU,Macquarie Global Infrastructure Total Return Fund Inc.,12.2,10.23,2009-02-20,2009-02-27
MIC,Macquarie Infrastructure Corporation ,15.01,12.26,2008-10-03,2008-10-10
MLI,"Mueller Industries, Inc.",31.89,26.39,2008-07-25,2008-08-01
