Ticker,Opening Price,Closing Price,Date
PQ,9.2,8.16,2005-11-11
PQ,6.68,5.63,2005-05-13
PQ,6.92,6.15,2005-04-29
PQ,7.49,6.65,2005-03-24
PQ,5.3,4.73,2004-08-06
PQ,3.7,3.23,2004-04-30
PQ,3.02,2.57,2004-02-06
PQ,2.3,2.07,2003-09-26
PQ,2.11,1.88,2003-08-01
PQ,1.75,1.4,2003-05-30
PQ,1.45,1.24,2003-05-09
PQ,1.87,1.68,2003-03-07
PQ,2.81,2.06,2003-02-21
PQ,3.48,2.98,2003-02-07
PQ,4.713,4.15,2002-11-01
PQ,4.91,4.09,2002-08-02
PQ,4.96,4.26,2002-07-19
PQ,5.05,4.4,2002-02-08
PQ,6.31,5.13,2001-12-14
PQ,6.25,5.62,2001-11-16
PQ,5.935,4.95,2001-09-21
PQ,6.59,5.65,2001-07-13
PQ,7.92,6.79,2001-06-15
PQ,8.895,7.81,2001-06-08
PQ,3.64,3.12,2000-12-01
PQ,4.09,3.62,2000-09-22
PQ,2.86,2.31,2000-07-21
PQ,2.91,2.56,2000-06-23
PQ,1.88,1.5,2000-04-14
PQ,2.06,1.81,2000-04-07
PQ,2.19,1.97,2000-03-03
RGC,17.52,15.12,2017-08-18
RGC,14.1,12.54,2011-06-03
RGC,14.82,12.88,2010-12-17
RGC,14.23,12.44,2009-07-31
RGC,9.4,7.45,2008-11-21
RGC,12.65,9.83,2008-11-07
RGC,13.67,10.76,2008-10-24
RGC,21.42,17.75,2004-06-04
RGC,19.35,17.4,2003-07-11
RGC,23.38,19.17,2003-07-03
VNTV,29.12,26.17,2013-10-25
GIL,23.28,16.99,2011-12-02
GIL,27.97,24.24,2011-08-19
GIL,30.24,26.82,2011-08-05
GIL,15.88,14.28,2009-07-02
GIL,12.91,10.98,2009-05-01
GIL,7.23,5.89,2009-03-06
GIL,10.47,7.26,2009-02-13
GIL,14.6,8.78,2008-12-12
GIL,16.99,13.98,2008-12-05
GIL,20.74,16.55,2008-11-21
GIL,21.5,18.82,2008-10-24
GIL,26.68,23.96,2008-09-26
GIL,35.0,26.09,2008-05-02
GIL,38.25,34.2,2008-04-11
GIL,38.9,34.0,2008-01-18
GIL,35.35,31.64,2007-08-17
GIL,48.45,25.34,2005-06-03
GIL,21.54,19.12,2002-07-19
GIL,14.62,12.6,2001-12-07
GIL,14.0,12.09,2001-07-13
GIL,16.98,13.96,2001-05-04
GIL,18.0,14.6,2001-04-06
GIL,21.85,19.38,2001-03-16
GIL,44.81,22.35,2001-03-02
GIL,38.0,33.38,2000-09-29
GIL,35.5,31.56,2000-02-18
JE,5.56,4.68,2017-11-10
JE,6.18,5.36,2017-05-19
JE,6.67,5.62,2016-02-12
JE,6.63,5.79,2016-01-15
JE,4.98,4.43,2014-10-10
JE,8.07,6.02,2014-05-16
JE,8.38,7.52,2013-02-15
JE,9.92,8.44,2013-02-08
JE,10.13,8.07,2012-11-16
JE,12.0468,10.7585,2011-09-23
JE,7.73,6.54,2009-01-16
SFUN,5.36,4.81,2018-01-05
SFUN,3.65,3.16,2017-07-07
SFUN,3.24,2.9,2016-12-02
SFUN,3.33,2.95,2016-11-04
SFUN,4.47,4.01,2016-10-07
SFUN,5.43,4.85,2016-07-22
SFUN,6.42,5.65,2016-01-15
SFUN,7.51,6.69,2015-11-20
SFUN,7.14,5.53,2015-08-21
SFUN,6.19,5.41,2015-03-13
SFUN,6.9,6.11,2015-01-30
SFUN,7.92,6.81,2015-01-16
SFUN,8.65,7.73,2014-12-12
SFUN,10.57,9.49,2014-09-19
SFUN,12.36,10.65,2014-09-12
SFUN,11.12,8.88,2014-06-13
SFUN,84.5,75.04,2014-03-21
SFUN,92.73,83.17,2014-03-14
SFUN,57.68,50.03,2013-10-25
SFUN,26.2,23.01,2013-04-05
SFUN,19.61,17.64,2012-11-16
SFUN,14.98,13.42,2012-07-20
SFUN,19.48,16.92,2012-02-17
SFUN,12.01,10.18,2011-09-30
SFUN,15.95,12.5,2011-09-23
SFUN,20.0,17.0,2011-08-19
SFUN,21.87,17.75,2011-06-10
SFUN,26.03,23.0,2011-05-13
SFUN,77.82,20.63,2011-02-18
SFUN,89.65,76.77,2010-11-19
CBB,21.0,18.2,2018-01-05
CBB,21.6,19.3,2017-09-08
CBB,3.46,3.02,2014-12-12
CBB,3.17,2.84,2013-11-01
CBB,4.28,3.01,2013-03-01
CBB,3.11,2.73,2011-02-18
CBB,2.69,2.38,2010-12-17
CBB,3.0,2.67,2010-08-13
CBB,3.24,2.85,2010-07-02
CBB,1.72,1.4,2009-01-16
CBB,1.93,1.71,2009-01-09
CBB,1.83,1.6,2008-11-21
CBB,2.2,1.79,2008-11-14
CBB,2.27,2.0,2008-10-17
CBB,2.73,2.2,2008-10-10
CBB,3.98,3.53,2008-09-12
CBB,4.25,3.75,2008-08-01
CBB,4.35,3.85,2008-02-22
CBB,4.91,4.35,2007-12-14
CBB,5.06,4.1,2004-03-26
CBB,4.7,4.06,2003-01-17
CBB,4.1,3.65,2002-12-06
CBB,2.6,1.9,2002-11-08
CBB,1.8,1.25,2002-10-11
CBB,2.35,2.01,2002-09-20
CBB,2.65,2.35,2002-09-13
CBB,3.02,2.71,2002-09-06
CBB,2.95,2.1,2002-07-26
CBB,3.86,3.09,2002-06-14
CBB,5.59,3.69,2002-05-24
CBB,7.25,5.8,2002-02-15
CBB,8.9,7.49,2002-02-01
CBB,10.31,9.27,2002-01-11
CBB,9.87,8.45,2001-11-02
CBB,15.75,9.69,2001-10-19
CBB,16.01,13.7,2001-10-05
CBB,17.8,15.44,2001-09-07
CBB,21.54,19.25,2001-08-24
CBB,23.7,20.73,2001-08-10
CBB,19.25,17.32,2001-04-06
CBB,22.99,20.69,2001-03-16
CBB,23.69,20.44,2000-12-22
CBB,24.06,21.0,2000-12-01
CBB,26.12,23.06,2000-11-10
CBB,27.0,24.0,2000-06-09
CBB,26.69,23.0,2000-05-26
CBB,32.81,28.94,2000-04-14
CBB,36.94,32.0,2000-04-07
NGL,12.85,10.05,2017-08-04
NGL,15.9,14.15,2017-05-26
NGL,21.85,16.0,2017-04-28
NGL,18.55,16.65,2016-11-04
NGL,8.9,7.44,2016-03-11
NGL,10.0,6.49,2016-02-12
NGL,13.0,10.13,2016-01-15
NGL,13.29,9.69,2015-12-11
NGL,17.57,13.54,2015-12-04
NGL,27.29,24.36,2015-08-21
NGL,27.51,24.36,2015-08-07
NGL,30.55,27.04,2015-03-06
NGL,32.29,23.94,2014-12-12
NGL,38.92,34.9,2014-11-28
NGL,38.83,33.54,2014-10-10
GIMO,40.4,36.25,2017-10-13
GIMO,37.85,31.7,2017-04-28
GIMO,45.0,34.2,2017-01-20
GIMO,60.9,48.5,2016-12-02
GIMO,32.81,29.44,2016-05-06
GIMO,26.15,22.89,2016-02-05
GIMO,26.15,22.54,2016-01-08
GIMO,24.55,22.02,2015-09-25
GIMO,26.29,22.69,2015-08-21
GIMO,32.07,26.56,2015-07-24
GIMO,19.46,12.21,2014-07-11
GIMO,26.4,16.27,2014-04-11
GIMO,29.9,26.42,2014-04-04
GIMO,35.864,29.66,2014-03-28
GIMO,29.16,25.46,2013-12-13
GIMO,32.65,28.5,2013-07-19
IPHI,41.82,36.87,2017-12-08
IPHI,39.43,34.3,2017-06-30
IPHI,41.5,36.61,2017-05-05
IPHI,47.12,40.01,2016-12-02
IPHI,43.98,39.06,2016-10-14
IPHI,32.85,29.27,2016-06-24
IPHI,27.54,23.22,2016-02-05
IPHI,26.43,23.68,2016-01-08
IPHI,14.73,13.19,2014-10-10
IPHI,10.4,9.21,2013-04-05
IPHI,10.3,9.23,2012-10-12
IPHI,11.97,10.27,2012-09-21
IPHI,14.47,10.45,2012-04-27
IPHI,15.84,14.14,2012-02-24
IPHI,10.48,8.98,2011-11-25
IPHI,9.39,7.99,2011-08-26
IPHI,10.19,9.12,2011-08-19
IPHI,12.77,10.32,2011-08-05
IPHI,17.14,12.69,2011-07-29
IPHI,25.35,21.37,2011-03-11
IPHI,26.31,23.56,2011-02-25
IPHI,20.1,17.99,2011-01-21
PGP,20.44,18.24,2016-10-07
PGP,16.65,14.882,2015-09-11
PGP,23.85,21.32,2013-05-31
PGP,19.61,17.47,2012-11-16
PGP,25.06,21.7968,2011-06-10
PGP,18.32,16.36,2010-05-21
PGP,14.35,12.03,2009-06-12
PGP,12.5,10.68,2009-05-15
PGP,10.26,8.03,2009-02-20
PGP,10.95,8.14,2008-11-21
PGP,13.95,10.95,2008-11-14
PGP,14.2,9.19,2008-10-10
LCI,27.95,24.05,2017-12-22
LCI,20.8,16.7,2017-08-04
LCI,22.6,19.95,2017-05-19
LCI,25.95,21.5,2017-05-05
LCI,21.75,18.05,2016-11-04
LCI,24.5,21.4,2016-10-21
LCI,29.79,26.57,2016-09-30
LCI,20.75,18.5,2016-03-18
LCI,35.82,25.51,2016-01-29
LCI,45.71,37.77,2015-11-06
LCI,49.37,44.34,2015-10-02
LCI,59.02,49.49,2015-09-25
LCI,67.52,59.52,2015-05-01
LCI,58.25,50.17,2014-11-07
LCI,41.28,36.35,2014-08-22
LCI,47.56,38.19,2014-07-18
LCI,40.75,35.23,2014-03-28
LCI,20.69,18.01,2013-10-04
LCI,13.85,12.25,2013-08-09
LCI,12.94,11.47,2013-05-31
LCI,4.77,3.94,2011-08-05
LCI,6.57,5.06,2010-12-17
LCI,6.25,5.5,2010-11-12
LCI,4.93,4.2,2010-08-13
LCI,4.77,4.26,2010-05-07
LCI,5.11,4.17,2010-02-12
LCI,5.91,5.06,2010-02-05
LCI,9.11,8.0,2009-09-04
LCI,5.85,5.05,2009-04-03
LCI,3.0,2.15,2008-11-21
LCI,2.6,2.15,2008-10-10
LCI,2.7699,2.39,2008-09-26
LCI,3.12,2.61,2008-09-19
LCI,3.74,3.3,2008-08-22
LCI,4.06,3.59,2008-07-11
LCI,4.73,3.59,2008-06-27
LCI,3.05,2.6799,2008-03-14
LCI,3.5,3.1,2007-12-21
LCI,4.37,3.8,2007-11-16
LCI,6.99,6.25,2006-12-29
LCI,5.48,4.8,2006-07-14
LCI,6.76,6.05,2006-06-16
LCI,6.95,5.93,2006-05-26
LCI,5.36,4.75,2005-10-14
LCI,5.15,4.61,2005-06-17
LCI,5.95,5.28,2005-06-10
LCI,6.07,3.9,2005-05-13
LCI,7.05,6.27,2005-03-18
LCI,9.8,8.0,2005-02-11
LCI,11.25,8.99,2004-11-12
LCI,12.7,11.33,2004-10-29
LCI,19.95,17.11,2003-09-26
LCI,19.3,17.32,2003-08-01
LCI,23.5,20.5,2003-07-18
LCI,12.65,11.38,2003-03-28
LCI,22.85,20.45,2002-12-06
LCI,10.8,9.48,2002-08-30
LCI,8.9,8.0,2002-07-12
LCI,10.26,9.0,2002-07-05
LCI,12.25,10.2,2002-06-28
LCI,3.9,3.05,2001-12-07
LCI,1.99,1.6,2001-09-28
LCI,1.03,0.85,2001-06-15
LCI,1.01,0.9,2001-05-25
LCI,1.25,1.0,2001-04-27
LCI,1.0,0.69,2001-03-16
LCI,0.75,0.53,2000-11-24
LCI,0.75,0.63,2000-11-10
LCI,0.63,0.5,2000-10-13
LCI,0.81,0.63,2000-09-29
LCI,0.8,0.69,2000-07-21
LCI,0.94,0.81,2000-04-07
LCI,1.25,1.0,2000-02-11
TIER,15.18,13.43,2016-02-12
ACC,21.87,18.74,2009-02-13
ACC,21.35,16.61,2008-11-21
ACC,24.58,21.38,2008-11-14
ACC,30.72,25.69,2008-10-17
ACC,28.98,26.03,2008-02-15
ACC,27.81,25.02,2007-07-27
PPDF,9.02,7.57,2017-12-08
PPDF,13.0,9.45,2017-11-24
MTR,13.25,11.25,2017-02-24
MTR,12.5,10.15,2016-10-28
MTR,10.21,8.57,2016-05-13
MTR,7.5,6.27,2015-12-11
MTR,8.49,7.56,2015-12-04
MTR,10.168,9.04,2015-11-06
MTR,11.41,9.58,2015-10-02
MTR,11.88,9.55,2015-08-21
MTR,23.1,20.52,2015-04-02
MTR,22.75,19.23,2015-03-20
MTR,26.9,23.55,2014-12-12
MTR,33.66,30.02,2014-10-10
MTR,30.3,25.864,2014-07-25
MTR,33.5,29.63,2014-07-03
MTR,34.12,30.284,2012-07-06
MTR,29.67,26.35,2012-06-01
MTR,37.76,33.47,2012-04-20
MTR,52.18,43.49,2010-05-21
MTR,42.3,37.8,2010-03-19
MTR,26.76,24.0,2009-07-10
MTR,28.0,25.2,2009-03-27
MTR,29.0,23.5,2009-02-20
MTR,34.3,29.0,2009-02-13
MTR,43.0,36.923,2008-12-05
MTR,52.0,40.2501,2008-11-21
MTR,52.0,42.76,2008-10-10
MTR,70.0,54.0,2008-10-03
MTR,43.5,39.1,2001-09-28
ICD,3.35,2.94,2017-10-27
ICD,4.17,3.62,2017-10-13
ICD,3.93,3.36,2017-07-07
ICD,3.83,3.39,2017-06-23
ICD,4.43,3.98,2017-05-26
ICD,4.49,3.98,2016-11-04
ICD,5.79,4.48,2016-10-28
ICD,4.47,3.92,2016-04-22
ICD,4.01,3.46,2016-02-12
ICD,5.04,4.12,2016-01-08
ICD,5.94,5.05,2015-12-31
ICD,7.55,6.44,2015-11-13
ICD,6.52,5.5,2015-09-25
ICD,7.29,6.4,2015-08-07
ICD,9.2,8.25,2015-07-02
ICD,5.14,4.59,2015-01-09
ICD,6.87,5.69,2014-12-12
ICD,7.83,6.9,2014-11-28
ICD,11.54,8.66,2014-10-10
EHIC,12.21,10.86,2016-02-12
EHIC,13.05,11.07,2015-12-11
EHIC,11.96,10.64,2015-08-14
EHIC,18.1,15.69,2015-06-26
EHIC,10.19,9.09,2015-03-13
EHIC,9.41,8.09,2014-12-19
EHIC,11.63,9.2,2014-12-12
ETB,16.12,14.28,2010-05-07
ETB,16.92,15.03,2010-01-22
ETB,11.63,10.36,2009-02-20
ETB,11.0,8.88,2008-11-21
ETB,12.58,9.9,2008-10-10
TCS,5.32,4.74,2017-12-29
TCS,5.94,5.34,2017-12-15
TCS,5.29,4.7,2017-08-04
TCS,8.13,7.12,2016-12-16
TCS,5.29,4.66,2016-10-14
TCS,6.42,5.5,2016-05-13
TCS,6.24,5.6,2016-04-08
TCS,8.04,4.22,2016-01-08
TCS,10.13,8.12,2015-12-11
TCS,12.36,11.01,2015-11-13
TCS,15.14,11.9,2015-10-09
TCS,21.25,17.19,2015-05-01
TCS,21.73,17.54,2014-12-05
TCS,22.8,16.06,2014-10-10
TCS,27.5,24.25,2014-07-11
TCS,44.67,39.45,2014-01-10
NWE,20.18,17.79,2008-10-24
NWE,24.35,18.71,2008-10-10
KRC,38.93,33.68,2011-08-05
KRC,31.94,28.5,2010-07-02
KRC,21.79,19.29,2009-05-15
KRC,22.57,20.1,2009-05-01
KRC,18.95,16.48,2009-03-20
KRC,18.43,15.52,2009-03-06
KRC,26.94,22.86,2009-01-30
KRC,32.6,29.28,2009-01-09
KRC,28.33,24.11,2008-11-21
KRC,34.67,28.08,2008-10-24
KRC,48.18,39.2,2008-10-03
KRC,70.99,62.65,2007-07-27
BXE,1.7,1.51,2018-01-12
BXE,1.83,1.5508,2017-12-08
BXE,2.43,2.14,2017-11-17
BXE,0.62,0.55,2017-06-23
BXE,0.9,0.79,2017-02-03
BXE,0.928,0.7858,2016-11-04
BXE,0.86,0.7544,2016-08-12
BXE,1.08,0.9087,2016-07-22
BXE,1.21,1.075,2016-06-24
BXE,1.11,0.994,2016-05-06
BXE,1.19,0.945,2016-03-18
BXE,1.38,1.23,2016-03-11
BXE,1.07,0.8794,2016-01-15
BXE,1.15,0.9547,2015-12-18
BXE,1.5,1.13,2015-12-11
BXE,1.94,1.68,2015-10-23
BXE,2.24,2.0,2015-10-16
BXE,1.98,1.59,2015-09-25
BXE,1.77,1.52,2015-09-11
BXE,1.93,1.66,2015-08-07
BXE,3.03,2.59,2015-03-13
BXE,2.52,2.03,2015-01-30
BXE,3.66,2.86,2015-01-09
BXE,3.75,3.09,2014-12-12
BXE,5.05,4.04,2014-11-28
BXE,8.07,7.2,2014-08-01
BXE,3.598,3.03,2012-06-01
BXE,3.84,3.3728,2012-05-18
BXE,4.27,3.78,2012-05-04
BXE,4.62,4.1465,2012-04-20
BXE,5.283,4.5599,2012-04-13
BXE,4.5293,3.57,2011-09-23
BXE,5.1,4.3176,2011-08-05
BXE,3.6045,3.1992,2010-08-13
BXE,3.3535,2.9729,2010-06-25
BXE,3.08,2.59,2010-05-21
BXE,3.595,3.13,2010-05-14
BXE,3.8535,3.4376,2010-05-07
BXE,4.272,3.58,2010-02-26
BXE,1.863,1.6298,2009-11-13
BXE,1.59,1.42,2009-10-30
BXE,0.9,0.8,2009-06-05
BXE,0.49,0.42,2009-03-06
BXE,0.62,0.51,2009-02-27
BXE,0.68,0.52,2009-02-20
BXE,0.99,0.87,2009-01-30
BXE,1.1,0.99,2009-01-16
BXE,1.22,0.95,2008-12-19
BXE,1.44,1.23,2008-12-05
BXE,1.49,1.3,2008-11-21
BXE,1.84,1.43,2008-10-24
BXE,2.28,1.69,2008-10-10
BXE,5.0,4.11,2007-11-09
BXE,9.64,8.31,2006-11-03
KYE,7.04,5.92,2016-02-12
KYE,7.73,6.3,2016-01-15
KYE,8.46,6.92,2015-12-18
KYE,10.36,8.57,2015-12-11
KYE,12.77,10.75,2015-12-04
KYE,17.94,15.97,2015-08-07
KYE,25.09,22.25,2010-05-21
KYE,12.79,10.58,2009-03-06
KYE,12.58,9.38,2008-11-21
KYE,16.24,12.9,2008-11-14
KYE,21.0,10.58,2008-10-10
KYE,31.37,27.65,2007-07-27
BRO,24.25,21.8,2011-07-22
BRO,20.25,17.93,2008-11-21
BRO,21.14,18.86,2008-10-10
BRO,35.15,31.23,2006-04-28
BRO,58.34,29.81,2005-12-02
BRO,31.14,27.28,2002-07-12
BRO,35.1,31.38,2002-03-08
BRO,27.76,24.87,2001-12-14
BRO,59.6,30.4,2001-11-23
BRO,34.0,30.5,2000-11-10
BRO,52.69,27.5,2000-08-25
BRO,35.13,31.25,2000-02-25
BRO,37.5,33.5,2000-01-28
DQ,52.9,47.17,2017-12-15
DQ,57.56,49.41,2017-12-08
DQ,21.9,18.77,2017-03-31
DQ,25.1,22.1,2016-09-16
DQ,22.84,20.0,2016-06-17
DQ,15.98,14.21,2016-02-12
DQ,15.37,12.9,2016-01-15
DQ,16.34,12.76,2015-11-13
DQ,17.21,14.7,2015-09-18
DQ,16.36,12.21,2015-08-21
DQ,20.5,18.28,2015-07-24
DQ,25.98,22.72,2015-06-26
DQ,27.19,23.49,2015-05-08
DQ,27.39,23.57,2015-03-13
DQ,23.8,20.49,2015-01-16
DQ,29.98,24.7,2014-12-12
DQ,34.24,30.0,2014-11-28
DQ,43.95,36.45,2014-10-10
DQ,28.71,25.77,2014-07-18
DQ,37.72,22.91,2014-05-16
DQ,41.89,36.84,2014-05-09
DQ,45.99,41.03,2014-04-11
DQ,45.98,39.0,2014-03-21
DQ,53.63,44.97,2014-03-14
DQ,43.62,38.73,2014-01-24
DQ,38.62,34.19,2013-12-27
DQ,37.0,31.65,2013-12-13
DQ,43.82,38.26,2013-11-29
DQ,40.72,33.27,2013-10-25
DQ,10.9,8.83,2013-08-02
DQ,10.66,8.59,2013-07-12
DQ,8.0,7.18,2013-05-31
DQ,6.17,4.14,2013-04-19
DQ,6.71,5.03,2013-04-05
DQ,9.55,8.48,2013-03-15
DQ,10.92,9.4,2013-03-08
DQ,13.33,11.91,2013-02-22
DQ,13.16,11.49,2013-02-01
DQ,0.85,0.74,2012-09-21
DQ,1.1,0.96,2012-06-22
DQ,1.23,1.08,2012-06-15
DQ,1.5,1.26,2012-05-25
DQ,1.8,1.55,2012-05-18
DQ,2.01,1.78,2012-04-20
DQ,2.49,2.11,2012-03-30
DQ,2.78,2.42,2012-03-23
DQ,3.28,2.75,2012-03-02
DQ,1.96,1.59,2011-12-16
DQ,2.29,1.88,2011-12-09
DQ,2.85,2.0,2011-11-18
DQ,3.24,2.83,2011-11-11
DQ,3.61,3.24,2011-11-04
DQ,4.8,3.75,2011-09-23
DQ,5.3,4.74,2011-09-09
DQ,6.1,5.39,2011-09-02
DQ,6.66,5.14,2011-08-19
DQ,9.25,7.89,2011-06-10
DQ,11.15,9.28,2011-06-03
DQ,13.1,11.25,2011-05-20
DQ,12.91,11.41,2011-03-11
DQ,14.21,11.52,2010-11-19
FSM,5.09,4.38,2017-08-04
FSM,6.08,5.3,2017-03-03
FSM,5.78,5.18,2016-12-16
FSM,6.42,5.66,2016-12-09
FSM,6.91,5.92,2016-11-11
FSM,7.24,6.29,2016-10-07
FSM,2.58,2.15,2016-01-15
FSM,2.5,2.17,2015-09-04
FSM,2.97,2.66,2015-07-24
FSM,3.38,3.01,2015-07-17
FSM,4.52,3.91,2015-03-06
FSM,4.42,3.87,2014-11-28
FSM,4.57,3.49,2014-10-31
FSM,4.25,3.72,2014-10-03
FSM,4.69,3.85,2014-03-21
FSM,3.33,2.86,2013-12-06
FSM,4.21,3.78,2013-09-13
FSM,3.58,3.02,2013-06-21
FSM,3.32,2.96,2013-04-19
FSM,3.98,3.57,2013-04-12
FSM,4.54,3.96,2013-01-25
FSM,4.51,3.91,2012-12-21
FSM,5.42,4.69,2012-11-16
FSM,6.11,4.52,2012-03-30
FSM,6.34,5.58,2011-12-16
FSM,7.0,5.55,2011-09-23
FSM,6.4584,5.8099,2011-07-29
FSM,6.51,5.4897,2011-04-29
FSM,4.95,4.45,2011-01-07
FSM,2.3105,2.06,2010-06-25
FSM,2.33,1.92,2010-05-21
FSM,2.31,2.0404,2010-05-07
FSM,2.72,2.24,2010-04-30
FSM,2.6581,2.29,2010-01-22
FSM,2.9056,2.54,2010-01-15
FSM,2.2173,1.973,2009-11-27
FSM,0.8725,0.738,2009-01-23
FSM,0.559,0.469,2008-12-19
FSM,0.505,0.414,2008-12-05
FSM,0.647,0.44,2008-11-14
FSM,0.507,0.453,2008-10-24
FSM,0.657,0.483,2008-10-17
FSM,1.0782,0.7805,2008-10-03
FSM,1.08,0.9465,2008-09-05
FSM,1.473,1.219,2008-08-08
FSM,1.559,1.284,2008-07-25
FSM,1.6415,1.464,2008-07-18
FSM,2.073,1.8464,2008-06-13
FSM,2.4052,2.1458,2008-03-20
FSM,3.0075,2.5,2008-01-18
FSM,3.194,2.8285,2007-12-14
FSM,3.0712,2.737,2007-08-10
FSM,3.4971,3.095,2007-07-27
FSM,2.78,2.39,2007-03-02
VST,16.5,14.06,2016-12-16
STOR,24.0,20.91,2017-05-05
OEC,12.48,10.66,2015-12-11
OEC,15.16,13.06,2015-10-30
OEC,16.95,14.42,2014-10-10
TPX,65.3,53.92,2017-11-03
TPX,76.07,56.74,2016-09-30
TPX,59.55,53.21,2016-02-05
TPX,43.85,37.05,2013-07-26
TPX,33.1,25.4,2012-10-26
TPX,34.56,30.1,2012-09-21
TPX,43.52,25.54,2012-06-08
TPX,49.54,43.14,2012-06-01
TPX,52.31,46.07,2012-05-18
TPX,86.61,66.53,2012-04-20
TPX,59.47,48.93,2011-11-25
TPX,59.33,51.55,2011-08-19
TPX,73.1,63.58,2011-08-05
TPX,33.93,30.38,2010-05-07
TPX,21.65,19.37,2009-10-30
TPX,12.86,11.51,2009-07-02
TPX,11.28,9.88,2009-05-22
TPX,13.2,11.12,2009-05-15
TPX,5.99,4.46,2009-03-06
TPX,7.37,6.46,2009-02-20
TPX,6.73,5.9,2008-12-19
TPX,8.17,6.64,2008-12-12
TPX,6.64,5.62,2008-11-21
TPX,7.7,6.78,2008-10-24
TPX,12.51,9.29,2008-10-03
TPX,12.42,11.14,2008-05-23
TPX,13.02,11.0,2008-03-28
TPX,20.19,17.79,2008-02-08
TPX,21.21,18.97,2008-01-25
TPX,26.44,22.72,2008-01-04
TPX,31.38,27.66,2007-12-14
TPX,35.91,30.91,2007-11-09
TPX,11.95,10.71,2005-10-07
TPX,16.86,11.71,2005-09-23
TPX,21.76,17.96,2005-07-22
TPX,15.56,13.99,2004-05-14
SRF,7.6,6.49,2016-01-15
SRF,8.38,7.5,2016-01-08
SRF,8.42,7.35,2015-12-18
SRF,9.87,8.5799,2015-12-11
SRF,11.83,10.05,2015-12-04
SRF,13.02,11.6501,2015-11-20
SRF,7.7,6.51,2015-01-16
SRF,9.15,7.92,2014-12-26
SRF,10.8,9.33,2014-12-19
SRF,14.43,10.92,2014-12-05
SRF,17.92,15.83,2014-10-10
P,5.25,4.69,2017-12-22
P,5.59,4.57,2017-11-10
P,7.26,5.59,2017-11-03
P,9.47,8.48,2017-08-04
P,8.47,6.99,2017-06-16
P,9.51,8.52,2017-06-09
P,12.8,11.47,2016-10-28
P,14.32,12.83,2016-10-14
P,10.06,8.98,2016-04-01
P,9.64,8.57,2016-02-05
P,10.78,9.45,2016-01-15
P,12.7,10.74,2016-01-08
P,13.75,12.25,2015-12-04
P,19.82,12.39,2015-10-23
P,22.4,20.0,2014-10-24
P,24.85,20.92,2014-10-10
P,29.51,26.21,2014-07-11
P,26.88,23.51,2014-04-25
P,28.75,25.31,2014-04-11
P,32.87,29.55,2014-03-28
P,9.13,8.16,2012-10-26
P,11.94,10.47,2012-09-07
P,11.58,9.96,2012-06-01
P,9.7,8.66,2012-04-13
P,14.59,11.5,2012-03-09
P,11.65,9.9,2011-12-09
P,12.5,10.78,2011-11-25
P,15.98,13.11,2011-10-07
P,11.75,10.38,2011-09-09
P,14.02,12.07,2011-09-02
P,16.43,13.52,2011-08-05
P,18.75,15.09,2011-07-29
SOL,2.69,2.36,2017-06-09
SOL,2.88,2.3,2017-03-10
SOL,0.77,0.6901,2016-12-02
SOL,1.25,1.05,2016-09-09
SOL,1.38,1.22,2016-05-06
SOL,1.44,1.26,2016-02-12
SOL,1.73,1.46,2016-01-15
SOL,1.93,1.7,2015-12-31
SOL,1.24,0.95,2015-09-18
SOL,1.45,1.3,2015-07-24
SOL,1.66,1.45,2015-06-26
SOL,1.53,1.29,2015-03-13
SOL,1.6,1.33,2014-12-12
SOL,2.21,1.8,2014-11-28
SOL,2.91,2.43,2014-10-10
SOL,3.59,3.15,2014-09-19
SOL,2.54,2.25,2014-06-06
SOL,2.6,2.34,2014-05-16
SOL,4.17,3.24,2014-03-28
SOL,3.92,3.39,2014-01-24
SOL,4.43,3.94,2014-01-10
SOL,4.47,3.02,2013-12-06
SOL,5.33,4.5,2013-10-25
SOL,5.81,4.24,2013-09-13
SOL,2.34,2.01,2013-05-31
SOL,1.59,1.38,2013-03-28
SOL,1.94,1.59,2013-03-22
SOL,2.23,1.97,2013-03-15
SOL,2.59,2.11,2013-03-01
SOL,1.28,1.15,2012-11-16
SOL,1.68,1.51,2012-08-24
SOL,1.43,1.26,2012-06-29
SOL,1.62,1.43,2012-06-22
SOL,1.67,1.34,2012-05-18
SOL,2.31,1.89,2012-04-05
SOL,2.68,2.31,2012-03-30
SOL,2.79,2.5,2012-03-02
SOL,1.69,1.47,2011-12-16
SOL,1.93,1.72,2011-12-09
SOL,2.1,1.68,2011-11-18
SOL,2.26,1.72,2011-09-30
SOL,2.75,2.23,2011-09-23
SOL,3.52,3.06,2011-09-02
SOL,3.6,2.99,2011-08-19
SOL,4.63,3.38,2011-08-05
SOL,5.34,4.77,2011-07-08
SOL,6.24,5.24,2011-06-10
SOL,7.41,6.25,2011-06-03
SOL,8.11,7.25,2011-05-20
SOL,11.79,9.26,2011-03-04
SOL,11.3,9.51,2010-11-19
SOL,12.69,11.13,2010-11-12
SOL,6.68,6.0,2010-06-25
SOL,6.39,5.73,2010-05-21
SOL,7.33,6.48,2010-05-14
SOL,8.09,6.61,2010-05-07
SOL,5.91,5.1,2010-01-15
SOL,4.12,3.68,2009-10-30
SOL,4.5,4.05,2009-10-23
SOL,5.375,4.51,2009-10-02
SOL,6.31,5.45,2009-07-31
SOL,6.1,5.41,2009-07-02
