,Ticker,Opening Price,Closing Price,Date,Name
1546,VMO,10.25,8.55,2008-12-05,Invesco Municipal Opportunity Trust
1547,VMO,10.5,9.14,2008-11-21,Invesco Municipal Opportunity Trust
1548,VMO,10.66,7.45,2008-10-10,Invesco Municipal Opportunity Trust
1549,NKG,10.6,9.5,2008-12-12,Nuveen Georgia Quality Municipal Income Fund 
1550,NKG,11.8,10.6,2008-12-05,Nuveen Georgia Quality Municipal Income Fund 
1551,NKG,10.27,9.0,2008-10-10,Nuveen Georgia Quality Municipal Income Fund 
1552,NNA,1.1,0.9637,2018-01-19,Navios Maritime Acquisition Corporation
1553,NNA,1.35,1.17,2017-12-08,Navios Maritime Acquisition Corporation
1554,NNA,1.3,1.17,2017-08-18,Navios Maritime Acquisition Corporation
1555,NNA,1.93,1.68,2016-05-06,Navios Maritime Acquisition Corporation
1556,NNA,1.97,1.7,2016-02-26,Navios Maritime Acquisition Corporation
1557,NNA,2.08,1.76,2016-02-12,Navios Maritime Acquisition Corporation
1558,NNA,2.45,2.07,2016-01-15,Navios Maritime Acquisition Corporation
1559,NNA,2.96,2.48,2016-01-08,Navios Maritime Acquisition Corporation
1560,NNA,3.95,3.5,2015-09-25,Navios Maritime Acquisition Corporation
1561,NNA,3.8,3.33,2015-01-30,Navios Maritime Acquisition Corporation
1562,NNA,2.9,2.58,2014-10-10,Navios Maritime Acquisition Corporation
1563,NNA,3.27,2.85,2014-09-26,Navios Maritime Acquisition Corporation
1564,NNA,4.86,4.34,2014-01-24,Navios Maritime Acquisition Corporation
1565,NNA,2.9,2.61,2012-11-09,Navios Maritime Acquisition Corporation
1566,NNA,3.23,2.9,2011-11-18,Navios Maritime Acquisition Corporation
1567,NNA,4.07,3.58,2011-07-08,Navios Maritime Acquisition Corporation
1568,NNA,4.7,4.14,2010-12-03,Navios Maritime Acquisition Corporation
1569,NNA,5.8,5.0,2010-11-19,Navios Maritime Acquisition Corporation
1570,NNA,6.74,6.0,2010-07-02,Navios Maritime Acquisition Corporation
1571,NNA,9.03,6.56,2010-05-28,Navios Maritime Acquisition Corporation
1572,AT,2.69,2.39,2016-05-06,Atlantic Power Corporation
1573,AT,2.01,1.75,2016-01-08,Atlantic Power Corporation
1574,AT,1.87,1.64,2015-12-18,Atlantic Power Corporation
1575,AT,2.87,2.38,2015-07-24,Atlantic Power Corporation
1576,AT,2.3,1.96,2014-10-10,Atlantic Power Corporation
1577,AT,3.87,2.32,2014-09-19,Atlantic Power Corporation
1578,AT,2.64,2.35,2014-02-07,Atlantic Power Corporation
1579,AT,3.13,2.65,2014-01-31,Atlantic Power Corporation
1580,AT,3.66,3.19,2013-12-06,Atlantic Power Corporation
1581,AT,4.4,3.87,2013-11-08,Atlantic Power Corporation
1582,AT,5.05,4.41,2013-11-01,Atlantic Power Corporation
1583,AT,6.67,5.43,2013-03-08,Atlantic Power Corporation
1584,AT,10.64,7.12,2013-03-01,Atlantic Power Corporation
1585,AT,14.98,11.99,2012-11-09,Atlantic Power Corporation
1586,AT,15.76,14.09,2011-08-05,Atlantic Power Corporation
1587,AT,12.1435,10.79,2010-05-21,Atlantic Power Corporation
1588,AT,11.272,9.828,2009-12-11,Atlantic Power Corporation
1589,ETJ,16.25,13.26,2008-10-10,Eaton Vance Risk-Managed Diversified Equity Income Fund
1590,LDL,59.35,50.9,2017-02-24,"Lydall, Inc."
1591,LDL,35.08,30.51,2016-01-08,"Lydall, Inc."
1592,LDL,9.0,7.75,2011-11-25,"Lydall, Inc."
1593,LDL,11.47,9.48,2011-11-11,"Lydall, Inc."
1594,LDL,9.18,8.07,2011-09-23,"Lydall, Inc."
1595,LDL,10.54,9.05,2011-08-19,"Lydall, Inc."
1596,LDL,12.33,10.14,2011-08-05,"Lydall, Inc."
1597,LDL,9.25,7.73,2011-01-21,"Lydall, Inc."
1598,LDL,7.98,7.05,2010-11-12,"Lydall, Inc."
1599,LDL,8.14,7.31,2010-07-02,"Lydall, Inc."
1600,LDL,8.98,8.06,2010-04-30,"Lydall, Inc."
1601,LDL,7.24,6.33,2010-01-29,"Lydall, Inc."
1602,LDL,4.02,3.58,2009-05-08,"Lydall, Inc."
1603,LDL,2.75,2.04,2009-03-06,"Lydall, Inc."
1604,LDL,3.25,2.8,2009-02-27,"Lydall, Inc."
1605,LDL,3.57,3.17,2009-02-20,"Lydall, Inc."
1606,LDL,4.19,3.68,2009-02-13,"Lydall, Inc."
1607,LDL,4.6,4.08,2009-01-23,"Lydall, Inc."
1608,LDL,5.23,4.66,2009-01-16,"Lydall, Inc."
1609,LDL,5.0,3.86,2008-11-14,"Lydall, Inc."
1610,LDL,6.5,4.83,2008-11-07,"Lydall, Inc."
1611,LDL,5.95,5.06,2008-10-24,"Lydall, Inc."
1612,LDL,7.13,5.95,2008-10-17,"Lydall, Inc."
1613,LDL,8.65,6.82,2008-10-10,"Lydall, Inc."
1614,LDL,9.89,8.75,2008-10-03,"Lydall, Inc."
1615,LDL,14.46,12.68,2008-08-08,"Lydall, Inc."
1616,LDL,14.1,12.68,2008-06-27,"Lydall, Inc."
1617,LDL,11.24,9.86,2008-01-04,"Lydall, Inc."
1618,LDL,11.58,9.82,2007-11-02,"Lydall, Inc."
1619,LDL,10.59,9.15,2007-09-07,"Lydall, Inc."
1620,LDL,11.99,9.05,2007-08-10,"Lydall, Inc."
1621,LDL,13.95,11.74,2007-07-27,"Lydall, Inc."
1622,LDL,17.99,15.66,2007-04-27,"Lydall, Inc."
1623,LDL,10.25,8.94,2005-04-29,"Lydall, Inc."
1624,LDL,13.32,10.9,2003-12-19,"Lydall, Inc."
1625,LDL,13.66,11.68,2003-10-24,"Lydall, Inc."
1626,LDL,12.02,10.71,2003-08-08,"Lydall, Inc."
1627,LDL,10.4,8.81,2003-05-09,"Lydall, Inc."
1628,LDL,11.55,10.37,2003-01-17,"Lydall, Inc."
1629,LDL,12.32,10.94,2002-11-08,"Lydall, Inc."
1630,LDL,11.25,10.1,2002-10-25,"Lydall, Inc."
1631,LDL,11.55,10.2,2002-09-20,"Lydall, Inc."
1632,LDL,12.0,10.15,2002-09-06,"Lydall, Inc."
1633,LDL,13.75,12.05,2002-08-30,"Lydall, Inc."
1634,LDL,14.6,12.18,2002-07-26,"Lydall, Inc."
1635,LDL,9.14,6.6,2001-09-21,"Lydall, Inc."
1636,LDL,12.88,10.95,2001-08-03,"Lydall, Inc."
1637,LDL,14.7,13.1,2001-06-08,"Lydall, Inc."
1638,LDL,10.0,8.687999999999999,2000-12-29,"Lydall, Inc."
1639,LDL,11.25,9.937999999999999,2000-06-09,"Lydall, Inc."
1640,LDL,7.625,6.75,2000-02-25,"Lydall, Inc."
1641,MDU,19.62,17.12,2015-08-07,"MDU Resources Group, Inc."
1642,MDU,21.24,18.47,2010-05-07,"MDU Resources Group, Inc."
1643,MDU,14.77,13.21,2009-03-06,"MDU Resources Group, Inc."
1644,MDU,17.74,15.6,2009-02-20,"MDU Resources Group, Inc."
1645,MDU,18.91,16.81,2008-10-24,"MDU Resources Group, Inc."
1646,MDU,26.65,18.6,2008-10-10,"MDU Resources Group, Inc."
1647,MDU,35.72,24.61,2006-07-28,"MDU Resources Group, Inc."
1648,MDU,34.14,22.63,2003-10-31,"MDU Resources Group, Inc."
1649,MDU,25.6,22.89,2002-07-12,"MDU Resources Group, Inc."
1650,MDU,33.24,29.14,2002-04-26,"MDU Resources Group, Inc."
1651,MDU,26.5,23.79,2001-09-21,"MDU Resources Group, Inc."
1652,VSTO,19.48,13.28,2017-11-10,Vista Outdoor Inc.
1653,VSTO,20.62,18.42,2017-04-07,Vista Outdoor Inc.
1654,VSTO,25.12,21.58,2017-02-10,Vista Outdoor Inc.
1655,VSTO,38.08,28.7,2017-01-13,Vista Outdoor Inc.
1656,VSTO,51.6,41.96,2016-08-12,Vista Outdoor Inc.
1657,NOK,6.06,4.91,2017-10-27,Nokia Corporation
1658,NOK,7.72,6.5,2015-05-01,Nokia Corporation
1659,NOK,7.86,6.86,2014-01-24,Nokia Corporation
1660,NOK,3.43,3.07,2013-04-19,Nokia Corporation
1661,NOK,3.31,2.82,2012-08-31,Nokia Corporation
1662,NOK,2.95,2.48,2012-06-15,Nokia Corporation
1663,NOK,3.66,3.15,2012-05-04,Nokia Corporation
1664,NOK,5.12,4.02,2012-04-13,Nokia Corporation
1665,NOK,6.31,5.29,2011-11-25,Nokia Corporation
1666,NOK,5.84,5.24,2011-09-23,Nokia Corporation
1667,NOK,11.24,9.36,2011-02-11,Nokia Corporation
1668,NOK,12.22,10.75,2010-05-07,Nokia Corporation
1669,NOK,14.94,12.76,2010-04-23,Nokia Corporation
1670,NOK,15.1,13.48,2009-10-16,Nokia Corporation
1671,NOK,10.46,9.36,2009-02-27,Nokia Corporation
1672,NOK,13.66,12.2,2009-01-23,Nokia Corporation
1673,NOK,15.9,12.59,2008-11-14,Nokia Corporation
1674,NOK,17.92,15.44,2008-10-24,Nokia Corporation
1675,NOK,24.65,20.62,2008-09-05,Nokia Corporation
1676,NOK,32.37,29.0,2008-04-18,Nokia Corporation
1677,NOK,17.8,15.56,2005-07-22,Nokia Corporation
1678,NOK,14.47,12.14,2004-07-16,Nokia Corporation
1679,NOK,17.25,14.61,2004-04-16,Nokia Corporation
1680,NOK,21.01,17.1,2004-04-08,Nokia Corporation
1681,NOK,17.84,14.76,2003-07-18,Nokia Corporation
1682,NOK,12.76,11.18,2002-07-26,Nokia Corporation
1683,NOK,15.43,13.63,2002-07-12,Nokia Corporation
1684,NOK,13.9,12.3,2002-06-07,Nokia Corporation
1685,NOK,16.5,14.25,2002-05-24,Nokia Corporation
1686,NOK,26.25,22.81,2002-01-11,Nokia Corporation
1687,NOK,15.1,13.27,2001-09-07,Nokia Corporation
1688,NOK,17.83,15.74,2001-08-31,Nokia Corporation
1689,NOK,19.48,17.08,2001-08-17,Nokia Corporation
1690,NOK,21.42,19.0,2001-08-10,Nokia Corporation
1691,NOK,22.29,19.0,2001-07-06,Nokia Corporation
1692,NOK,29.13,22.46,2001-06-15,Nokia Corporation
1693,NOK,27.52,24.0,2001-03-30,Nokia Corporation
1694,NOK,25.55,22.8,2001-03-09,Nokia Corporation
1695,NOK,27.15,21.34,2001-02-23,Nokia Corporation
1696,NOK,32.3,27.99,2001-02-09,Nokia Corporation
1697,NOK,36.78,32.6,2001-02-02,Nokia Corporation
1698,NOK,43.88,38.25,2000-11-10,Nokia Corporation
1699,NOK,47.19,42.0,2000-09-08,Nokia Corporation
1700,NOK,44.81,39.5,2000-08-04,Nokia Corporation
1701,NOK,54.19,43.81,2000-07-28,Nokia Corporation
1702,NOK,223.0,45.5,2000-04-14,Nokia Corporation
1703,PX,64.33,56.75,2009-02-27,"Praxair, Inc."
1704,PX,66.13,59.46,2008-11-14,"Praxair, Inc."
1705,PX,65.04,53.78,2008-10-24,"Praxair, Inc."
1706,PX,71.33,61.2,2008-10-10,"Praxair, Inc."
1707,PX,87.33,74.15,2008-09-26,"Praxair, Inc."
1708,PX,75.0,36.94,2003-12-19,"Praxair, Inc."
1709,PX,47.0,37.3,2001-09-21,"Praxair, Inc."
1710,PX,46.63,40.81,2000-01-28,"Praxair, Inc."
1711,PX,52.44,46.88,2000-01-21,"Praxair, Inc."
1712,JMM,6.07,4.59,2008-10-10,Nuveen Multi-Market Income Fund
1713,MTU,5.23,4.6,2016-04-29,Mitsubishi UFJ Financial Group Inc
1714,MTU,6.85,6.09,2013-05-24,Mitsubishi UFJ Financial Group Inc
1715,MTU,5.92,5.07,2008-11-21,Mitsubishi UFJ Financial Group Inc
1716,MTU,7.71,6.65,2008-10-10,Mitsubishi UFJ Financial Group Inc
1717,MTU,10.8,9.4,2007-12-14,Mitsubishi UFJ Financial Group Inc
1718,MTU,3.45,3.02,2003-04-25,Mitsubishi UFJ Financial Group Inc
1719,MTU,5.92,5.25,2003-01-31,Mitsubishi UFJ Financial Group Inc
1720,MTU,6.91,6.11,2002-01-11,Mitsubishi UFJ Financial Group Inc
1721,MTU,9.35,7.75,2001-09-28,Mitsubishi UFJ Financial Group Inc
1722,MODN,10.15,8.45,2016-11-11,"Model N, Inc."
1723,MODN,13.1,10.72,2016-08-12,"Model N, Inc."
1724,MODN,9.12,7.74,2013-11-22,"Model N, Inc."
1725,MODN,14.72,9.98,2013-09-13,"Model N, Inc."
1726,MODN,16.7,14.41,2013-08-30,"Model N, Inc."
1727,MODN,20.89,17.17,2013-08-16,"Model N, Inc."
1728,NCA,9.16,7.4,2008-10-10,"Nuveen California Municipal Value Fund, Inc."
1729,GNE,5.49,4.86,2017-11-17,Genie Energy Ltd.
1730,GNE,6.3,5.66,2016-12-02,Genie Energy Ltd.
1731,GNE,8.2,7.37,2016-04-29,Genie Energy Ltd.
1732,GNE,10.06,8.14,2016-03-11,Genie Energy Ltd.
1733,GNE,9.31,7.75,2016-01-15,Genie Energy Ltd.
1734,GNE,10.95,9.28,2016-01-08,Genie Energy Ltd.
1735,GNE,11.45,9.31,2015-12-11,Genie Energy Ltd.
1736,GNE,10.39,8.8,2015-08-07,Genie Energy Ltd.
1737,GNE,10.49,9.41,2015-07-10,Genie Energy Ltd.
1738,GNE,13.99,12.01,2015-05-15,Genie Energy Ltd.
1739,GNE,8.45,6.98,2014-09-05,Genie Energy Ltd.
1740,GNE,7.94,7.12,2014-06-06,Genie Energy Ltd.
1741,GNE,11.17,9.9,2014-03-21,Genie Energy Ltd.
1742,GNE,14.81,10.3,2013-12-13,Genie Energy Ltd.
1743,GNE,10.33,8.9,2013-05-10,Genie Energy Ltd.
1744,GNE,7.88,6.9,2011-11-11,Genie Energy Ltd.
1745,GNE,9.0,7.78,2011-11-04,Genie Energy Ltd.
1746,BRFS,14.36,12.32,2017-05-19,BRF S.A.
1747,BRFS,16.29,14.53,2016-11-11,BRF S.A.
1748,BRFS,13.98,12.44,2016-02-26,BRF S.A.
1749,BRFS,13.34,11.8,2016-01-15,BRF S.A.
1750,BRFS,17.96,15.33,2015-10-30,BRF S.A.
1751,BRFS,24.47,22.0,2014-12-12,BRF S.A.
1752,BRFS,16.65,14.92,2012-06-01,BRF S.A.
1753,BRFS,18.15,16.08,2011-06-10,BRF S.A.
1754,BRFS,13.34,11.78,2010-05-07,BRF S.A.
1755,BRFS,55.2,13.72,2010-04-09,BRF S.A.
1756,BRFS,34.76,29.35,2008-11-14,BRF S.A.
1757,BRFS,29.74,24.41,2008-10-24,BRF S.A.
1758,BRFS,30.79,24.98,2008-10-10,BRF S.A.
1759,BRFS,36.75,32.43,2008-10-03,BRF S.A.
1760,BRFS,45.19,39.25,2008-09-26,BRF S.A.
1761,BRFS,54.8,48.36,2008-07-03,BRF S.A.
1762,BRFS,64.8,57.8,2008-06-06,BRF S.A.
1763,BRFS,51.68,42.56,2008-01-18,BRF S.A.
1764,BRFS,53.58,45.9,2007-11-23,BRF S.A.
1765,BRFS,36.4,32.3,2007-08-17,BRF S.A.
1766,BRFS,26.37,23.32,2007-03-02,BRF S.A.
1767,BRFS,21.9,19.23,2006-09-22,BRF S.A.
1768,BRFS,23.98,20.86,2006-05-12,BRF S.A.
1769,BRFS,66.31,23.3,2006-04-21,BRF S.A.
1770,BRFS,74.38,66.79,2006-01-13,BRF S.A.
1771,BRFS,68.75,61.6,2005-12-09,BRF S.A.
1772,BRFS,40.0,35.1,2005-04-15,BRF S.A.
1773,BRFS,6.1,5.4,2002-10-11,BRF S.A.
1774,BRFS,6.95,5.65,2002-09-27,BRF S.A.
1775,BRFS,10.39,9.3,2002-07-05,BRF S.A.
1776,BRFS,11.4,10.25,2002-06-14,BRF S.A.
1777,BRFS,9.78,7.9,2001-09-21,BRF S.A.
1778,BRFS,12.75,11.4,2001-06-01,BRF S.A.
1779,NBL,29.0,25.92,2017-08-04,Noble Energy Inc.
1780,NBL,30.84,27.63,2016-01-15,Noble Energy Inc.
1781,NBL,49.8,43.86,2014-12-12,Noble Energy Inc.
1782,NBL,57.34,49.18,2014-11-28,Noble Energy Inc.
1783,NBL,65.46,58.72,2014-10-10,Noble Energy Inc.
1784,NBL,118.5,57.65,2013-05-31,Noble Energy Inc.
1785,NBL,80.19,70.25,2011-09-23,Noble Energy Inc.
1786,NBL,101.04,89.05,2011-08-05,Noble Energy Inc.
1787,NBL,58.85,51.97,2009-05-15,Noble Energy Inc.
1788,NBL,50.49,41.42,2008-12-05,Noble Energy Inc.
1789,NBL,44.43,33.15,2008-10-10,Noble Energy Inc.
1790,NBL,56.95,46.62,2008-10-03,Noble Energy Inc.
1791,NBL,68.92,61.44,2008-09-12,Noble Energy Inc.
1792,NBL,74.43,66.59,2008-08-08,Noble Energy Inc.
1793,NBL,91.15,80.39,2008-07-18,Noble Energy Inc.
1794,NBL,80.45,72.34,2008-01-18,Noble Energy Inc.
1795,NBL,44.75,40.01,2006-06-09,Noble Energy Inc.
1796,NBL,47.01,41.85,2005-10-07,Noble Energy Inc.
1797,NBL,89.3,44.74,2005-09-16,Noble Energy Inc.
1798,NBL,37.0,32.58,2001-11-16,Noble Energy Inc.
1799,NBL,36.0,31.25,2001-09-21,Noble Energy Inc.
1800,NBL,44.25,39.75,2001-05-04,Noble Energy Inc.
1801,NBL,42.44,35.5,2000-10-27,Noble Energy Inc.
1802,NBL,22.69,20.0,2000-01-28,Noble Energy Inc.
1803,KSM,8.55,7.28,2008-11-21,Scudder Strategic Municiple Income Trust
1804,KSM,8.57,6.57,2008-10-10,Scudder Strategic Municiple Income Trust
1805,MFCB,1.8,1.56,2017-04-07,MFC Bancorp Ltd.
1806,MFCB,2.16,1.76,2016-11-18,MFC Bancorp Ltd.
1807,MFCB,2.15,1.93,2016-02-12,MFC Bancorp Ltd.
1808,MFCB,1.96,1.61,2015-12-11,MFC Bancorp Ltd.
1809,MFCB,2.58,2.25,2015-11-20,MFC Bancorp Ltd.
1810,MFCB,3.47,3.03,2015-09-25,MFC Bancorp Ltd.
1811,MFCB,3.44,3.06,2015-09-04,MFC Bancorp Ltd.
1812,MFCB,5.24,4.36,2015-01-23,MFC Bancorp Ltd.
1813,MFCB,6.61,5.27,2015-01-16,MFC Bancorp Ltd.
1814,MFCB,8.51,7.0,2010-09-24,MFC Bancorp Ltd.
1815,MFCB,9.8,7.78,2010-07-02,MFC Bancorp Ltd.
1816,MFCB,11.56,9.57,2010-05-21,MFC Bancorp Ltd.
1817,MFCB,13.57,11.48,2010-05-07,MFC Bancorp Ltd.
1818,MFCB,14.95,13.37,2010-04-01,MFC Bancorp Ltd.
1819,MFCB,10.35,9.16,2009-10-30,MFC Bancorp Ltd.
1820,MFCB,12.0,10.29,2009-09-25,MFC Bancorp Ltd.
1821,MFCB,10.88,9.26,2009-08-14,MFC Bancorp Ltd.
1822,MFCB,9.5,8.05,2009-05-15,MFC Bancorp Ltd.
1823,MFCB,8.29,6.94,2009-03-27,MFC Bancorp Ltd.
1824,MFCB,7.61,6.84,2009-03-06,MFC Bancorp Ltd.
1825,MFCB,8.72,7.82,2009-02-27,MFC Bancorp Ltd.
1826,MFCB,10.08,8.37,2008-12-05,MFC Bancorp Ltd.
1827,MFCB,9.19,6.94,2008-11-21,MFC Bancorp Ltd.
1828,MFCB,15.44,9.1,2008-11-14,MFC Bancorp Ltd.
1829,MFCB,16.82,14.71,2008-11-07,MFC Bancorp Ltd.
1830,MFCB,18.46,13.71,2008-10-24,MFC Bancorp Ltd.
1831,MFCB,21.89,18.17,2008-10-03,MFC Bancorp Ltd.
1832,MFCB,24.63,21.68,2008-09-12,MFC Bancorp Ltd.
1833,MFCB,26.79,23.9,2008-09-05,MFC Bancorp Ltd.
1834,MFCB,31.83,26.86,2008-07-03,MFC Bancorp Ltd.
1835,MFCB,29.49,26.12,2008-02-08,MFC Bancorp Ltd.
1836,MFCB,30.3,23.6425,2008-01-18,MFC Bancorp Ltd.
1837,MFCB,30.31,27.15,2007-12-21,MFC Bancorp Ltd.
1838,MFCB,36.08,29.2,2007-11-16,MFC Bancorp Ltd.
1839,MFCB,41.76,36.75,2007-11-09,MFC Bancorp Ltd.
1840,MFCB,63.2,55.64,2007-07-27,MFC Bancorp Ltd.
1841,MFCB,26.35,23.49,2005-09-23,MFC Bancorp Ltd.
1842,MFCB,21.75,19.09,2004-04-30,MFC Bancorp Ltd.
1843,MFCB,24.39,21.85,2004-01-30,MFC Bancorp Ltd.
1844,MFCB,9.215,7.52,2001-09-21,MFC Bancorp Ltd.
1845,MFCB,9.98,8.6,2001-06-15,MFC Bancorp Ltd.
1846,NTG,15.8,13.59,2016-01-15,"Tortoise MLP Fund, Inc."
1847,REX,60.34,52.2,2015-12-04,REX American Resources Corporation
1848,REX,51.76,45.95,2015-08-21,REX American Resources Corporation
1849,REX,64.45,54.15,2015-07-24,REX American Resources Corporation
1850,REX,66.57,58.45,2014-12-12,REX American Resources Corporation
1851,REX,70.36,63.27,2014-11-28,REX American Resources Corporation
1852,REX,70.7,63.43,2014-10-10,REX American Resources Corporation
1853,REX,105.15,89.26,2014-09-12,REX American Resources Corporation
1854,REX,79.38,71.31,2014-06-27,REX American Resources Corporation
1855,REX,21.98,18.59,2013-04-05,REX American Resources Corporation
1856,REX,16.7,14.89,2012-11-16,REX American Resources Corporation
1857,REX,22.35,20.06,2012-05-18,REX American Resources Corporation
1858,REX,27.86,24.71,2012-05-04,REX American Resources Corporation
1859,REX,15.48,13.75,2010-08-13,REX American Resources Corporation
1860,REX,18.78,15.62,2010-07-02,REX American Resources Corporation
1861,REX,14.55,13.06,2009-12-18,REX American Resources Corporation
1862,REX,11.72,10.33,2009-05-15,REX American Resources Corporation
1863,REX,6.5,5.8,2009-01-30,REX American Resources Corporation
1864,REX,7.58,6.81,2008-11-14,REX American Resources Corporation
1865,REX,8.72,7.49,2008-11-07,REX American Resources Corporation
1866,REX,9.11,7.96,2008-10-17,REX American Resources Corporation
1867,REX,10.17,8.6,2008-10-10,REX American Resources Corporation
1868,REX,13.29,11.58,2008-06-27,REX American Resources Corporation
1869,REX,17.5299,15.5,2007-03-02,REX American Resources Corporation
1870,REX,18.07,16.22,2007-01-12,REX American Resources Corporation
1871,REX,17.95,16.03,2006-05-26,REX American Resources Corporation
1872,REX,15.75,14.1,2003-12-05,REX American Resources Corporation
1873,REX,13.9,12.48,2003-06-27,REX American Resources Corporation
1874,REX,13.08,11.57,2002-12-06,REX American Resources Corporation
1875,REX,16.8,15.1,2002-05-10,REX American Resources Corporation
1876,REX,18.25,15.25,2002-02-22,REX American Resources Corporation
1877,REX,26.98,18.25,2002-02-15,REX American Resources Corporation
1878,REX,30.0,26.85,2002-02-08,REX American Resources Corporation
1879,REX,24.4,20.36,2001-12-14,REX American Resources Corporation
1880,REX,14.27,12.38,2001-09-21,REX American Resources Corporation
1881,REX,16.85,14.56,2001-09-07,REX American Resources Corporation
1882,REX,27.75,24.8,2001-07-06,REX American Resources Corporation
1883,REX,20.5,18.2,2001-02-23,REX American Resources Corporation
1884,REX,18.31,15.75,2000-12-15,REX American Resources Corporation
1885,REX,22.56,19.81,2000-09-22,REX American Resources Corporation
1886,REX,20.5,18.0,2000-07-28,REX American Resources Corporation
1887,REX,23.38,20.5,2000-07-21,REX American Resources Corporation
1888,REX,24.5,20.69,2000-05-26,REX American Resources Corporation
1889,HT,19.67,17.45,2016-01-15,Hersha Hospitality Trust
1890,HT,3.74,3.29,2011-09-23,Hersha Hospitality Trust
1891,HT,5.32,4.27,2011-08-05,Hersha Hospitality Trust
1892,HT,5.24,4.7,2010-08-13,Hersha Hospitality Trust
1893,HT,4.9,4.4,2010-07-02,Hersha Hospitality Trust
1894,HT,5.2,4.58,2010-05-21,Hersha Hospitality Trust
1895,HT,5.76,4.79,2010-05-07,Hersha Hospitality Trust
1896,HT,2.88,2.56,2009-10-30,Hersha Hospitality Trust
1897,HT,2.65,2.33,2009-07-02,Hersha Hospitality Trust
1898,HT,2.86,2.51,2009-06-19,Hersha Hospitality Trust
1899,HT,3.5,3.01,2009-05-08,Hersha Hospitality Trust
1900,HT,1.76,1.35,2009-03-06,Hersha Hospitality Trust
1901,HT,2.18,1.8,2009-02-27,Hersha Hospitality Trust
1902,HT,3.21,2.8,2008-12-12,Hersha Hospitality Trust
1903,HT,2.77,2.49,2008-11-21,Hersha Hospitality Trust
1904,HT,3.92,2.72,2008-11-14,Hersha Hospitality Trust
1905,HT,4.14,3.21,2008-10-24,Hersha Hospitality Trust
1906,HT,6.26,4.26,2008-10-10,Hersha Hospitality Trust
1907,HT,7.4,6.54,2008-10-03,Hersha Hospitality Trust
1908,HT,8.52,7.28,2008-09-26,Hersha Hospitality Trust
1909,HT,8.24,7.33,2008-06-27,Hersha Hospitality Trust
1910,HT,9.68,8.58,2008-01-04,Hersha Hospitality Trust
1911,HT,11.88,10.1,2007-07-27,Hersha Hospitality Trust
1912,HT,11.63,9.75,2005-11-04,Hersha Hospitality Trust
1913,HT,11.75,10.0,2005-03-11,Hersha Hospitality Trust
1914,HT,6.15,5.4,2001-09-21,Hersha Hospitality Trust
1915,OLN,21.94,19.44,2016-09-09,Olin Corporation
1916,OLN,25.48,20.64,2016-07-22,Olin Corporation
1917,OLN,16.75,13.5,2016-02-05,Olin Corporation
1918,OLN,21.49,19.06,2015-12-11,Olin Corporation
1919,OLN,25.18,22.18,2014-12-12,Olin Corporation
1920,OLN,21.07,18.84,2010-05-07,Olin Corporation
1921,OLN,14.18,12.49,2009-05-01,Olin Corporation
1922,OLN,10.79,9.28,2009-03-06,Olin Corporation
1923,OLN,12.25,10.44,2009-02-27,Olin Corporation
1924,OLN,14.02,12.13,2009-02-20,Olin Corporation
1925,OLN,16.39,14.05,2009-01-30,Olin Corporation
1926,OLN,15.77,14.1,2008-11-21,Olin Corporation
1927,OLN,16.38,13.69,2008-10-10,Olin Corporation
1928,OLN,20.13,16.93,2008-10-03,Olin Corporation
1929,OLN,26.98,23.86,2008-09-05,Olin Corporation
1930,OLN,23.15,20.36,2008-05-02,Olin Corporation
1931,OLN,21.09,17.74,2005-04-29,Olin Corporation
1932,OLN,22.84,20.17,2005-04-15,Olin Corporation
1933,OLN,18.96,16.75,2003-08-01,Olin Corporation
1934,OLN,15.95,14.0,2001-09-21,Olin Corporation
1935,OLN,21.32,17.9,2001-04-27,Olin Corporation
1936,OLN,22.53,19.64,2001-03-16,Olin Corporation
1937,OLN,17.81,15.69,2000-02-11,Olin Corporation
1938,TEL,34.89,30.49,2011-08-05,TE Connectivity Ltd.
1939,TEL,27.65,24.58,2010-07-02,TE Connectivity Ltd.
1940,TEL,32.21,27.98,2010-05-07,TE Connectivity Ltd.
1941,TEL,9.27,7.88,2009-03-06,TE Connectivity Ltd.
1942,TEL,11.15,9.48,2009-02-27,TE Connectivity Ltd.
1943,TEL,13.33,11.01,2009-02-20,TE Connectivity Ltd.
1944,TEL,17.95,14.5,2008-11-14,TE Connectivity Ltd.
1945,TEL,19.9,17.69,2008-10-24,TE Connectivity Ltd.
1946,TEL,24.99,20.37,2008-10-10,TE Connectivity Ltd.
1947,SYT,34.04,29.72,2008-11-21,Syngenta AG
1948,SYT,35.44,28.7,2008-10-17,Syngenta AG
1949,SYT,44.03,35.53,2008-10-03,Syngenta AG
1950,SYT,59.56,52.95,2008-07-18,Syngenta AG
1951,SYT,55.44,48.55,2008-01-18,Syngenta AG
1952,SYT,11.95,10.66,2002-07-19,Syngenta AG
1953,CIM,2.86,2.52,2012-06-22,Chimera Investment Corporation
1954,CIM,4.1,3.67,2010-02-12,Chimera Investment Corporation
1955,CIM,3.96,3.49,2009-10-30,Chimera Investment Corporation
1956,CIM,3.0,2.61,2009-03-20,Chimera Investment Corporation
1957,CIM,2.89,2.5,2009-03-06,Chimera Investment Corporation
1958,CIM,4.23,2.62,2008-10-24,Chimera Investment Corporation
1959,CIM,6.09,3.75,2008-10-10,Chimera Investment Corporation
